,Date,Ingredients
222,2022-04,"If you like the idea of aManhattan-style Irish whiskey cocktail with a hint of licorice, theBLARNEY STONEwill hit the spot. It complicates things in a delicious whiskey base that will keep you interested with each sip. The Pernod makes its presence known, as does the Cointreau. But Irish whiskey and maraschino cherry juice lead us back to theManhattan, a variation of it anyway.,Requirements:Irish whiskey, Cointreau, Pernod or other anise-flavored liqueur, maraschino juice or liqueur, lemon twist,Rim a chilled cocktail glass with a lemon twist and drop in glass. Combine the other ingredients in an ice-filled mixing glass and stir for 30-60 seconds. Strain into the chilled glass. Enjoy.,Comments:I didn’t think I’d like this, but I did. The Pernod flavor works well with Cointreau and maraschino juice, creating a pleasing balance. TheBlarney Stoneholds its own.,Tags:blarneystonecocktailcocktailscointreauirishwhiskeyirishwhiskeycocktailsjamesonmanhattanmanhattancocktailmaraschinocherrypernod,September 12, 2021,August 27, 2021,December 31, 2019,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
223,2019-12,"TheCOSMOPOLITANmartini, or “Cosmo”, can vary from bar to bar.  If you know what you like in the Cosmo, you can usually request it be made that way.  If you don’t know what you like, the establishment’s mix might disappoint you.  So it’s in our best interest to know what we like in our Cosmo.  Here’s my recommendation, which has been influenced, more or less (they use a dash of Rose instead of Citron Vodka), from the 1796 Room Restaurant at the Omni Bedford Springs Resort in Bedford, PA.  I’d go with this recipe:,Requirements:Vodka, Cointreau, citron vodka, cranberry juice, lime, martini glass.,Fill a cocktail shaker with ice.  Add liquid ingredients. Shake for 10-15 seconds until the shaker is frosty on the outside.  Strain into a martini glass.  Drop a slice of lime into drink.,Comments:The cranberry juice used should be the standard original, not the unsweetened, and should be slightly less in proportion than the amount of vodka to prevent being overly sweet.  The color should be pink, not red. Also, citron vodka adds a layer that makes it special, but it’s better to add less than more —  too much will make the Cosmo too sweet. The right balance between sweet and tart is very delicate.,Movie/TV Character Signature Drink:Carrie Bradshaw (Sarah Jessica Parker),Celebrities’ Whose Favorite Drink is the Cosmo:Toni Braxton (singer), SelaWard (actress), Jerry O’Connell (actor),June 4, 2021,April 21, 2021,August 24, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
224,2020-02,"TheFLYING DUTCHMANis a legendary ghost ship that can never make port and is doomed to sail the oceans forever.  Sightings in the 19th and 20th centuries reported the ship to be glowing with ghostly light. If hailed by another ship, the crew of  theFlying Dutchmanwill try to send messages to land, or to people long dead. In ocean lore, the sight of this phantom ship is a portent of doom.*,Or,it’s a classic gin cocktail.  Since I’ve been resistant to trying gin drinks over the years, I’m playing catchup.  And I like this one!  It’s easy to make.  It requires only gin and Cointreau (or triple sec) with a couple of additional flavorings.,Requirements:Dry gin, Cointreau, orange bitters, lemon peel,Wet the rim of a cocktail glass with a lemon peel and drop it into the glass. Combine liquid ingredients into an ice-filled shaker and shake or stir.  Strain into the prepared cocktail glass.,Comments:There are wide-ranging recipes to the Flying Dutchman.  This version is the “classic” and simplest to make.  Key to my enjoying this drink were the dashes of orange bitters and the lemon-flavored glass rim.  The end result is a clean and refreshing drink. Although, having a few of these clean & refreshing drinks you might start hearing messages from the crew of the Flying Dutchman ghost ship — they’ll be calling you for a round of gin.  Remember to add the Cointreau, bitters and lemon peel as a sign of respect.,* Wikipedia,October 8, 2021,November 27, 2021,August 21, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
225,2020-05,"TheGINGER COSMO MARTINI is a light, refreshing version of aCosmo, with the additional  ginger flavoring.  The offset of Cointreau with ginger is an interesting combination.  The math of the two would be 1+1=3, in that its aftertaste is very summery and at times more like grapefruit than ginger. There are a few recipes for this drink floating around; but this is the simplest and best if you’ve either made ginger vodka yourself (see my 5/9/20 post about ginger-infused vodka) or purchased ginger vodka.  The recipe I present is from a book of cocktails of New Orleans titledBig Easy Cocktails, by Jimmy Bannos and John DeMers*.,Requirements: ginger-flavored vodka, Cointreau, lime juice, cranberry juice,Combine all ingredients in an ice-filled shaker.  Shake vigorously and strain into a chilled cocktail glass.,Comment:This recipe is a keeper for summertime reference if you already have ginger or ginger-infused vodka.,*Special thanks to Katie & Semmes Walmsley for the book.,Tags:bigeasycocktailscointreaucosmocranberryjuicegingergingercosmogingerinfusedvodkainfusedvodkainfusionketelonelimejuicemartinineworleanssmirnofftitos,March 1, 2022,May 25, 2022,March 15, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
226,2021-11,"When lemon and orange flavoring are mixed with bourbon, good things happen. TheGOLD RUSH (EXPANDED)is one such drink and is one of my favorites.  If you ask for one at a bar, they’ll hand you aWhiskey Soursweetened with honey. This Gold Rush is much more, and much better. I’ve expanded it into a very smooth straight-up drink more similar to the lesser-knownChapel Hill, added some orange and sweetened with simple syrup. This citrusy Gold Rush is enjoyed by everyone, even those who ordinarily don’t drink bourbon.,Requirements:Bourbon, Cointreau, simple syrup, lemon juice, orange juice & peel,One large serving:,Fill a cocktail shaker with ice. Combine liquid ingredients.  Rim a martini or coup glass with an orange peel and drop it into the glass. Shake drink vigorously and strain into glass (see video tutorial above).,Comments:The proportions above serve about 1.5 martini glasses or a very large coup glass.  I suggest the larger portion because it’s usually what everyone prefers.  But in consideration of the rather powerful alcohol content in this drink (6 oz. of booze), a smaller serving would translate to the following:,One small(er) serving:,ENJOY!,,Tags:bourbonBOURBONCOCKTAILSbourbondrinkschapelhillcocktailcocktailscointreaugoldrushcocktaillemonjuicecocktailsorangejuice,January 28, 2020,February 24, 2020,February 20, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
227,2021-08,"TheHIMALAYAN MISTis a blue, peach-flavored vodka cocktail associated largely with restaurants serving Indian food. I re-created this recipe from a local Indian restaurant’s menu by using their same ingredients, but reduced the sweetness. The end result was 100% better. It’s a perfect fit for spicy food, a refreshing summer drink, or just a good starter drink.,Requirements:Vodka, peach schnapps, Blue Curacao, lime juice,Fill a shaker with ice and combine all ingredients. Shake vigorously for 10-15 seconds. Strain into a martini glass and serve “up”. You may garnish with a lemon wheel or wedge and squeeze into drink for some added tartness.,Comments:If interested, the restaurant recipe for theHimalayan Mistcalled for Sour Mix, which is easily made at home with equal parts simple syrup, lime juice & lemon juice. I was happy with just lime juice because both liqueurs are already sweet.  Peach schnapps and Blue Curacao are two inexpensive liqueurs that I’ve run across in several cocktail recipes. Peach schnapps in particular combines well with vodka.,Tags:bardrinksbluecocktailsbluecuracaococktailcocktailshimalayanmisthomebartendingindiancocktailsindianfoodlimejuicepeachschnappssourmixsweetcocktailsvodkacocktailsvodkadrinks,July 4, 2020,December 12, 2019,May 28, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
228,2022-02,"The cocktail mix for aHOOPLAis any easy one to remember: Four ingredients, all equal parts. If you like tart, don’t rim the glass with sugar. Or if sweet works better for you, go ahead and rim the glass with sugar. One way you might get there is starting with aSidecarmix and then adding Lillet Blanc, plus a touch more lemon juice — now you have a tastyHoopla. It’s really not as much fuss as the name might suggest.,Requirements:Brandy (or cognac), Cointreau, Lillet Blanc (or Cocchi Americano), Lemon Juice, Lemon peel,Pour liquid ingredients into an ice-filled shaker. Shake vigorously for 30 seconds and strain into a chilled cocktail glass. Drop a lemon peel into the drink. Enjoy!,COMMENTS:  Some say that Cocchi Americano is just as good if not better than Lillet Blanc in the mix. But the Lillet version is fine and is the traditional preference in this delicious recipe.,Tags:brandybrandycocktailscocchiamericanococktailcocktailscognaccocktailscointreauhooplalemonjuicelilletlilletblanclilletcocktailssidecar,June 23, 2020,July 1, 2020,February 20, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
229,2021-03,"IRISH SIDECAR:Instead of mixing your Sidecar cocktail with cognac or brandy, celebrate Saint Patrick’s Day by substituting with Irish Whiskey.  Irish whiskey is noted for being light and smooth because it’s triple distilled and is made with unmalted barley.  For this reason, Irish whiskey is a great mixer whiskey and works particularly well in the Sidecar formula. It’s hard not to like a drink when you’re faced with a sugar-rimmed coupe glass.,Requirements:Irish Whiskey (Jameson preferred), Cointreau, lemon juice, simple syrup, sugar for glass rim,Rim a chilled coupe glass with water or lemon juice and dip the rim onto powdered sugar to create a sugar crust. Combine ingredients in an ice-filled shaker.  Shake vigorously and strain into the coupe glass.,Comments:Whether Irish or not, everyone deserves a mid-March Saint Patrick’s Day break, especially after a year of COVID-19 quarantine and distancing.  Start the day with steel-cut Irish oatmeal and toasted Irish soda bread. Have a mid-day Guinness beer with corn beef & cabbage while wearing a funny green hat. Go to mass or watch a half-hour of Irish step-dancing* on YouTube … or nap. Have Irish stew with a pint ofBlack & Tan(Guinness beer & Bass Ale) for dinner and end it with anIrish Sidecar.Remember, all whiskey began with Irish whiskey. And for that, we owe the old monasteries of Ireland. Happy Saint Patrick’s Day!,*Important:  Do not try Irish step-dancing yourself after the day’s events unless you are a trained professional.,Tags:cocktailscointreauirishcocktailsirishdrinksirishsidecaririshwhiskeyjamesonsaintpatricksdaysidecartripledistilledwhiskeywhiskeycocktails,April 18, 2020,December 24, 2020,December 30, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
230,2021-08,"The KAMIKAZE was designed for good-time shooters in the ’70’s & ’80’s, but became respectable as a cocktail later.  Fans of theLemonDropor theCosmoshould enjoy this limey orange-liqueur & vodka mix.  In fact, the Cosmo was created afterward as a cranberry-added Kamikaze spin-off.  What pushes the Kamikaze into respectable territory is the use of premium vodka, quality orange liqueur and fresh-squeezed lime juice.  Made well, it’s got all the refreshing qualities of a classic daiquiri, though shooters shouldn’t be ruled out.  If you want a trip down memory lane, yell, “Banzai!” just before downing it.,Requirements:Vodka, orange liqueur (prefer Cointreau or high-end Triple Sec), freshly squeezed lime juice, lime wheel for garnish,Shake ingredients in an ice-filled shaker for 10-15 seconds.  Strain into a chilled cocktail glass (or shot glasses).  Garnish the cocktail glass with a lime wheel.,Comments:The recipe above is on the “dryer” side and is recommended when using premium vodka — a vodka you would choose for a martini or straight.  For a richer and slightly sweeter cocktail, I’d recommend this mix:  1.5 oz. vodka, 1 oz. orange liqueur, .75 oz. lime juice.  Some prefer 1 oz. equal parts, all three ingredients.  You should adjust the ratio to suit your taste. The orange liqueur can be a higher-end triple sec or a good curacao.  Turn the Kamikaze into a pretty blue color by pouring blue curacao instead of triple sec/Cointreau.  The better the individual ingredients, the better the Kamikaze.,HIstory:The Kamikaze was invented on an American naval base in Japan after WWII.  The wordkamikazeis a Japanese word which means “divine wind,” referring to the typhoon which the Mongols ran into while trying to invade Japan in the 13th century.  The word was incorrectly applied by the Japanese military for its pilots and their sometimes impossible or suicidal missions. The drink probably took on its name due to its Japanese origins, it’s bold yet simple flavors and its kick.,For the sake of accuracy, the correct Japanese word to use before drinking isKanpai.,Tags:cocktailscointreaujapanesecocktailsjapanesedrinkskamikazeketelonelimejuicerussianplatinumvodkarussianstandardvodkashooterssummercocktailssummerdrinkstitosvodkatriplesecvodkavodkashots,June 27, 2021,February 15, 2020,April 21, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
231,2020-09,"You’d think that with four hard liquors, one orange liqueur and Coca-Cola that theLONG ISLAND ICED TEAhad been invented at a frat party.  More than one serving, and it’s definitely a good candidate for producing a morning hangover.  But sometimes we all just need one stiff one, and then move on.  And when we move on, it can’t be in the driver’s seat of a moving vehicle. The mix is legitimate and remarkable in that as strong as it is, it’s as smooth as silk.  It emulates an iced tea.  Its invention is actually credited to a Hampton Bays bartender named Robert Butt. His original mix called for 1 oz. of each non-cola ingredient. The recommendation in most circles is to serve 1/2-to-3/4 oz. of each non-cola ingredient.  (I use a pony measurer, 3/4 ounce for each.),Requirements:vodka, gin, white rum, silver tequila, orange liqueur, lemon juice, cola, lemon wedge,Rim a collins glass with a lemon wedge. Either add all non-cola ingredients directly to the ice-filled Collins glass and stir, or first shake in an ice-filled shaker before straining into the ice-filled Collins glass.  Top with your cola of choice.  Garnish with a lemon wedge.,Tags:cocacolacointreaucoladrinksgingindrinkshamptonslongislandicedtearobertbuttrumdrinkssilvertequilasummercocktailstequiladrinkstriplesecvodkavodkadrinkswhiterum,May 7, 2022,June 4, 2021,March 5, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
232,2022-04,"The MAIDEN’S PRAYER was originally the name of a popular lyric-embellished Polish piano solo from 1856. It appeared as a cocktail inAmerican Barby 1907 and evolved into a delicious gin, Cointreau, citrus and bitters cocktail around 1930. This is a beautifully proportioned mix with a perfect balance of sweet and tart. Your choice of bitters — Angostura, orange or grapefruit — will give it some pizazz to round it out. It’s easy to remember and only requires the two spirits.,Requirements:Dry gin, Cointreau, fresh lemon juice, orange juice, choice of Angostura, orange or grapefruit bitters,Combine ingredients in an ice-filled cocktail shaker. Shake vigorously and strain into a chilled cocktail glass.,Comments:This is a pre-prohibition drink with “legs.” After trying it for the first time, I could see why. Enjoy!,Tags:americanbarangosturabittersbarscocktailsdrygingingincocktailsgrapefruitbitterskeetlemonjuicemaidensprayerorangebittersorangejuicetanqueraygin,August 7, 2020,September 1, 2021,November 27, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
233,2019-12,"The drink of choice for writer Jack Kerouac and singer Jimmy Buffet,the MARGARITAis one of the most festive, popular drinks.  It first appeared in Mexico and then southern California in the 1930’s and ’40’s and since then has generated cash flow for many a Mexican restaurant.  As tequila brand options have increased in both quality and quantity, so has the popularity of the margarita.,My personal Margarita preference is the most simple, without additional mixes or sweeteners, and is chilled by shaking before pouring over ice. It requires only three ingredients: tequila, Cointreau & lime juice.,Rim the glass with salt after wetting rim with a lime wedge.  Discard the wedge. Fill the glass with ice.  Combine ingredients into an ice-filled cocktail shaker.  Shake well and strain into the prepared glass.  The glass may be garnished with a lime slice or not.,Reminder:  1.5 oz. equals 1 jigger;  3/4 oz. equals 1 pony.,Comments:  Obviously, rimming the glass with salt is optional.,Simpler is better, but allowing this basic recipe to “hydrate” on rocks for five minutes helps make it smoother from the start.  Also, smaller ice cubes work better than larger cubes in a Margarita.,Prove me wrong, but I’m convinced you can judge the quality of a Mexican restaurant by its Margarita.  If the bartender adds a (1) “sweet & sour” mix to a (2) “house” tequila and (3) Triple Sec liqueur — most of the time I’d be better off going somewhere else to eat and drink.,December 20, 2019,December 18, 2021,February 20, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
234,2020-06,"ThePINEAPPLE MARGARITAis one of the flavored margaritas that seems most natural.  Many recipes are heavy on the pineapple juice, and as always, my preference is for a more level balance with the other ingredients.  Who needs all the additional sugar if you can accomplish the same flavoring with less juice?  Since Cointreau or Triple Sec liqueur is involved, you really don’t need much more sweetening from pineapple, even though more lime juice is used than in the traditional margarita.,Because margaritas are often served for two or more people, I’ll provide the proportions in “parts” rather than ounces.  For one serving, I’d make 1 part equal to 1 jigger (or 1.5 oz) and pineapple juice of 1.5 parts equal to 1 1/2 jiggers (or 2 oz.).  If you make 1 part equal 1 cup, you’ll yield four servings.,REQUIREMENTS:Silver or gold tequila (silver Herradura preferred), Cointreau, pineapple juice (canned Dole is fine), fresh-squeezed lime juice, mint leaves, pineapple chunks,Add a few mint leaves to the bottom of a margarita glass and muddle slightly.  Rim the glass with salt beforehand if that’s your preference.  Add ice to glass. Combine all liquid ingredients to an ice-filled shaker. Shake until chilled and pour into the margarita glass.  Garnish with 1-2 frozen pineapple chunks or one fresh pineapple wedge.,Comment:I prefer pouring margaritas over ice.  But if you like them straight up, shake the mix 20-30 seconds before pouring, to make it icy cold. The mint is a nice added touch to this recipe, but unnecessary if you don’t have any available.,Tags:cointreaudolegoldtequilaherraduralimejuicemargaritamexicandrinkspineapplepineapplejuicepineapplemargaritasilvertequilatequila,March 6, 2020,June 19, 2021,February 24, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
235,2020-02,"ThePOMEGRANATE MARGARITAfloats around bars, restaurants and cocktail web pages on Valentine’s Day, I guess because it’s red.  It can modify the standard margarita absolutely anytime really; but now’s a good time to post the recipe.  So, get ready:,Requirements:Silver tequila, Cointreau, pomegranate juice, lime juice, salt.,Rim the outside of a margarita glass (or regular glass) with the juice of a lime wedge.  Turn the glass over onto a plate lined with salt to salt the rim.  Fill the glass with ice.  Mix the liquid compents in a shaker filled with ice and shake.  Pour into the glass.,February 4, 2020,October 11, 2020,May 31, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
236,2020-07,"ThePOMEGRANATE MARTINIis similar to a Cosmo, but more complex and probably stronger, while still going down easy — at least by this recipe. It’s had a wide appeal in my little circle of imbibers, even more-so than the Cosmo. Basically, the sweetness of pomegranate, orange liquor and citron vodka are stretched out by adding regular vodka (very unorthodox) and fresh lime juice for tartness. Yes, pomegranate juice has its share of sugar, but it’s also rich in fiber, vitamins, minerals and bioactive plant compounds that I convince myself has to count for something. The pomegranate martini might be a step or two more in the making than a Cosmo, but in my opinion, has more interesting layers.,Requirements:Vodka, Citron Vodka, Cointreau, pomegranate juice and fresh lime juice.,For a single serving, 1 part equals 3/4 oz. or one pony. For serving two, 1 part equals a 1.5 oz. jigger in place of the pony.,Pour all liquid ingredients into a cocktail shaker filled with ice. Shake vigorously for 10-15 seconds. Strain into a cold martini glass. Garnish with a lime slice or 2-3 pimento cocktail olives (see video demo above).,Comment:I had never garnished pomegranate martinis with anything. If using any garnish, the natural one would seem to be a lime wedge. But a friend insisted on green cocktail olives with her pomegranate martini and my wife and I found this to be an excellent combo. The saltiness of the olive is a good offset to the pomegranate, sort of like the friendliness of salt to chocolate.,Celebrities who prefer the Pomegranate Martini:Madonna, Charlize Theron,Tags:absolutevodkacocktailscointreaucosmojuiceketelonelimepomegranatepomegranatemartinirussianstandardtitosvodka,July 8, 2020,March 3, 2020,January 30, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
