Date,Ingredients,Source_tag
2021-09,"TheOCEAN BREEZEis an easy rum punch recipe that gives you a lemony pineapple-&-rum flavor that’s perfect for a relaxing outdoor or indoor summer weekend.  The blue curacao color gives it a mellow ocean feel. Enjoy this one with family or friends over a barbecue, seafood dinner or any picnic.,Requirements:White rum, amaretto, blue curacao, pineapple juice, lemon Juice, lemon rind, club soda,Pour all ingredients except club soda into a shaker filled with ice.  Shake vigorously and strain into a chilled highball or rocks glass.  Add club soda and stir gently.  Garnish with a lemon rind or peel.,Comments:My own peculiarity is to shake the drink with a lemon rind to get some of the white skin flavors. If your glass is seriously chilled and you drink it right away, this is fine with no ice.  Otherwise, I’d add large ice cubes to the glass to keep it cold.  But don’t let it get too watered down.  When using a highball glass, serve with a straw.,Other “Ocean” cocktails”:TheOcean Breezeis not to be confused with theOceanbreezeorSea Breeze, both vodka and cranberry-juice cocktails.  TheOcean Breezeis for those of us looking for a good rum punch.,,Tags:amarettobacardibluecuracaoclearrumclubsodacocktailcuracaodisaronnodolesfevertreekeetongeerkeetscocktailslemonjuiceliqueuroceanbreezepineapplejuicerumrumpunchsummercocktailssummerdrinkswhiterum,March 11, 2022,January 22, 2020,July 8, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-10,"Despite its name,SATAN’S WHISKERSis anything but the drink from hell.  It’s an orange-flavored gin martini dating back to the 1930’s and credited to Harry Craddock, as published in theSavoy Cocktail Book.  It’s “perfect” in being equal parts gin, sweet vermouth, dry vermouth and orange juice.  The addition of Grand Marnier is considered the “straight” version; otherwise orange curacao can be added and it’s the “curled” version.  The proportions for the Straight Satan’s Whiskers are:,Add the liquid ingredients to an ice-filled shaker.  Shake and strain into a chilled coup or cocktail glass.  Garnish with an orange twist.,Comment:The mix of flavors in theSatan’s Whiskersresults in a complex blend of sweet, bitter & citrusy orange layers.  The Bronx cocktail is a similar combination but adds more gin.  Some recipes call for 2/3 ounces (20 mil.) in the gin/vermouth/O.J. combo and 1/3 oz. (10 ml.) Grand Marnier. The curled version calls for up to six dashes orange bitters.,Forgotten Cocktail:Satan’s Whiskershas an old world flavor to savor in each sip. It should emerge from its orange Halloween glow and land on every bar cocktail menu. This drink is old and has probably been through many subtle changes over the years. The variations can be explored and ultimately you might find your perfect mix. And now you can make it at home!,Tags:aviationgincocktailscuracaodolindolinvermouthdryvermouthextradryvermouthfestivedrinksginginmartinigrandmarnierhalloweencocktailshalloweendrinkshendricksginholidaycocktailsholidaydrinksmartinirossiorangebittersorangecuracaoorangejuiceperfectmartiniregansorangebitterssatanswhiskerssweetvermouthtanquerayginvermouth,July 29, 2020,January 30, 2020,July 4, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-06,"Applejackevolved from American apple brandy back in the 1600’s [SeeHistory]. It’s as American as apple pie and is underrated as a cocktail mixer. Many mixologists and bartenders in the know agree that Applejack is a better mixer than so-called prestigious European apple brandies. Two such Applejack recipes are known simply asAPPLEJACK NO. 1andAPPLEJACK NO. 2.  Both are equally delicious.  Your choice of the two depends upon whether you prefer sweetening with Demerara Syrup (simple syrup can also be used) or with sweet vermouth.,Applejack No. 1,Shake ingredients in an ice-filled shaker.  Strain into a rocks glass filled with ice.,Applejack No. 2,Substitute sweet vermouth (1/2 oz.) for the syrup sweetener used in Applejack No. 1.  Shake and strain into an ice-filled rocks glass.,History:The American colonists increased hard cider’s alcohol content by leaving barrels outside overnight to freeze, a method known as “jacking,”  which allowed drinkers to separate the higher-proof alcohol.   “Applejack” became the product of Scotsman and distiller  William Laird (1698)  in New Jersey and was such a favorite of George Washington that Laird shared the recipe with Washington, who shared Applejack with the state of Virginia.  Today, Laird’s Applejack is a pure spirit beverage made from a blend of apple brandy and neutral grain spirits.  Federal guidelines for Applejack require that it be a blend of at least 20% apple distillate with neutral grain spirit and aged at least two years in oak.,Comment:As America’s oldest spirit (before bourbon), an Applejack cocktail is a great way to celebrate Thanksgiving and Independence Day.,Tags:applebrandyapplejackbrandycocktailcocktail&sonscocktailsdemerarasyrupgeorgewashingtonlairdlaird&companyregansorangebitterssimplesyrupwhiskey,February 6, 2020,March 1, 2022,July 31, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2020-04,"TheDAIQUIRIhas been given a bad rap since its Cuban inception 130 years ago.  While it started as the granddad of rum cocktails, it’s associated more commonly with adult strawberry slushies on the back of restaurant menus and over-indulgent drinking at spring break parties.  TheCLASSIC DAIQUIRIhowever is simple and balanced when high quality ingredients are used.  The recipe calls for a mix of light rum and a darker demerara sugar syrup, although simple syrup is okay to use if the demerara sygar syrup hasn’t been prepared (instructions detailed below).  Attention to detail pay off in achieving the perfect balance of sweet & acidity.,Requirements:Light rum, fresh lime juice, demerara sugar syrup (or simple syrup), lime twist,Combine all liquid ingredients into an ice-filled shaker and shake vigorously.  Strain into a chilled coupe and garnish with a lime twist or lime wheel.,Demerara Syrup:  This will add more depth of flavor than the standard simple syrup.  Take either a 2-1 ratio or 1-1 ratio of sugar to water, depending on your desire for sweetness, and combine in a pan on a stove top.  Heat at a light simmer until all the sugar dissolves, then cool before using.  The syrup has notes of molasses and toffee which will also pair well with dark spirits like bourbon and brandy; so bottle it and hang on to it.,Special Notes:Just as Cubans are known for their excellent hand-rolled cigars, it’s recommended here that the limes are rolled before juicing and then squeezed by hand, versus a juicer.  Per sources*, the oils from the rind add an extra flash of intensity that gives the cocktail a nice, bright edge.,*Liquor.com,Tags:angosturarumbicardiburnettswhiterumcaptainmorganrumcastillorumclassic_daiquiriclassicdaiquiricruzanrumdaiquiridonqrumlimejuicemccormickrumrum,July 10, 2021,February 26, 2021,May 18, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2022-04,"TheNORTH GARDENis a New York City-created Old-Fashioned variation that adds hints of peat from Scotch, notes of apple from apple brandy, and the familiar sweet character of bourbon to the mix. Garnish is not necessary, but sweetening with a touch of demerara syrup is.,Requirements:Apple Brandy (Laird’s Bonded preferred), bourbon, peated Scotch whisky, demerara syrup, Angostura bitters,Stir all ingredients in an ice-filled mixing glass to chill.  Strain into an Old-Fashioned glass over a large ice cube.,History:Per Amanda Schuster’sNew York Cocktails, this Old-Fashioned variation was refined and popularized at NY’s Death & Co. bar around 2011 as derived from an earlier derivation from NY’s Dram.  The talented team at East Village’s Death & Co.created many cocktail recipes that bars around the world use.,Comments:This is an excellent Old-Fashioned even though I used Laird’s Applejack Brandy instead of Laird’s Bonded Apple Brandy and Dewar’s instead of a smokier Laphroaig.  You can enjoy this Old-Fashioned variation even if the perfect bottle isn’t handy.,,Tags:angosturabittersapplebrandycocktailsapplejackbrandybourboncocktaildeath&companydemerarademerarasyrupdewarsdramevanwilliamslairdlairdsappplejacklairdsbondedapplebrandylaphroaigscotchnorthgardennyoldfashionedoldfashionedpeatedscotchscotchsyrupwhiskeywhiskeycocktailswhisky,November 24, 2020,June 23, 2020,December 24, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-08,"TheDARK AND STORMYwas christened on the island of Bermuda by British naval officers just after WWI when their rum was mixed with ginger beer to combat seasickness.  The drink was later trademarked by the Gosling company as theDark ‘n Stormyand as named can only be made with Gosling’s Black Seal rum and Gosling’s Stormy Ginger Beer. When poured with non-Gosling’s rum, public menus might call it aSafe Harborto avoid any legal problem with the Goslings. The home bartender should choose their preferred dark rum and preferred ginger beer.,Requirements:dark rum (recommend Gosling’s Black Seal or Myers’s Dark), ginger beer, lime, angostura bitters (optional),Fill an old-fashioned glass with ice. Pour ingredients into glass and stir. Add lime wedge as a garnish to the glass.,Comments:Some bartenders pour the ginger beer into a tall glass with ice, then add the dark rum slowly so that it separates like a black & tan. It’s a pretty presentation (see below), but I prefer to mix them together for consistency in taste. Adding a dash of angostura bitters is a nice touch.,Ginger Beer Recommendations:Saranac Diet Ginger Beer, Fentimans Botanically Brewed Ginger Beer, Gosling’s Stormy Ginger Beer, Fever-Tree, Barritts, Reeds, Powell & Mahoney, or sugar-free Zevia.,Tags:angosturabittersbermudabermudadrinksblacksealrumdarkandstormydarknstormyfentimansfevertreefevertreegingerbeergingerbeergoslingsgoslingsblackseallimejuicemyerssdarkrummyerssrumpowell&mahoneyrumcocktailsrumdrinkssaranaczevia,August 11, 2021,January 22, 2022,December 18, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2020-06,"TheKENTUCKY MULEis first cousin to theMoscow Mule.  It’s the same icy ginger-beer drink except it uses bourbon instead of vodka and adds mint along with the lime.,REQUIREMENTS:Bourbon, ginger beer, fresh lime juice, mint sprigs,Fill frozen copper mug or glass with ice.  Squeeze medium-to-large wedge of lime over ice.  Pour bourbon into glass and top it with chilled ginger beer.  Stir and garnish with one or two fresh mint sprigs and a lime wedge.,ORIGIN:When an L.A. bartender created the Moscow Mule in the 1940’s, vodka extended its reach from Russia and Eastern Europe to the United States.  But many in the U.S. shared no affinity for vodka, thinking it bland and tasteless.  So the cocktail folks started experimenting shortly thereafter with regional spirits such as rum, tequila … and of course American whiskey.,COMMENTS:The only way to abuse this drink is to pour room-temperature ginger beer over the ice, thereby making the Kentucky Mule watery.  So have a good ginger beer in the refrigerator, likeFever-Tree,Barritts,Reeds,Powell & Mahoney,Gosling’s, or sugar-freeZevia.  You’ll get your own feel for the amount of ginger beer you prefer in your Kentucky Mule.  The extra lime wedge garnish is important because an additional lime squeeze might be needed. Having a frozen copper mug or frozen glass handy is a big plus.  Also, I prefer cubed ice, but some like crushed ice.,Tags:barrittsbasilhaydenbourbonelijahcraigfever-treegingerbeergoslingskentuckymulemakersmarkpowell&mahoneyreedswoodfordreservezevia,August 1, 2020,November 5, 2020,January 16, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2020-01,"TheMOSCOW MULEhas gained in popularity in recent years but was the drink that catapulted vodka beyond its Eastern Europe & Russian boundaries back in the ’40s.  It’s a fizzy, limey-ginger vodka drink that offers a spicy kick if made with real ginger beer.  Ginger beer can be substituted with ginger ale for those who don’t like the spiciness of real ginger. Diet versions are available with either. It can be served in a cocktail glass.  It can also be served in the preferred frozen copper mug (above).,Requirements:Vodka, lime, ginger beer (or ale), copper mug or cocktail glass.,Fill a cocktail glass or frozen copper mug with ice.  Add vodka and lime juice.  Finally, add at least twice the amount of ginger beer as vodka, or simply fill the rest of the mug with ginger beer.,Origin:1941, from a Los Angeles bartender and a trio of people that came together to market a vodka drink mixed with their over-supply of ginger beer and a woman owning a copper product business.,December 28, 2019,June 27, 2021,December 21, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2022-05,"The peak season for ruby-red grapefruit (November-June) is winding down.  And so a good time to make aBROWN DERBYor other grapefruit-based cocktails is now. Using a sweet, juicy red grapefruit makes all the difference, the difference between “Wow!” and “Needs a little more honey syrup.” TheBrown Derbyis easy to make. You just shake bourbon, grapefruit juice and honey syrup together in ice.  If you manage the particulars, such as creating the 50/50 honey-to-water “syrup” and use a sweet red grapefruit, this mix blends beautifully together.,Requirements:Bourbon, honey & water blend, fresh grapefruit juice,Pre-strain the fresh grapefruit juice into an ice-filled shaker to remove pulp.  Add the prepared honey syrup and bourbon.  Shake vigorously for 10-15 seconds and strain into a cocktail glass.,History:The Brown Derby hails out of 1930’s Los Angeles.  It is named after the hat-shaped diner located near the Vendome Club where it was created.,Other grapefruit-based cocktails:,Platinum Blonde:https://keetscocktails.com/platinum-blonde/,Ruby Rita:https://keetscocktails.com/ruby-rita-2/,Blinker:https://keetscocktails.com/blinker-2/,Cooper:https://keetscocktails.com/cooper-2/,,Tags:bourbonBOURBONCOCKTAILSbourbondrinksbrownderbybuffalotracecocktailcocktailselijahcraiggrapefruithoneyhoneysyruplosangelescocktailsredgrapefruitrubyredgrapefruitwhiskeywhiskeycocktailswoodfordreserve,April 18, 2020,February 8, 2022,February 6, 2020,Your email address will not be published.Required fields are marked*,Comment*,Name*,Email*,Website,Notify me of follow-up comments by email.,Notify me of new posts by email.,,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2020-05,"TheCOOPERis a combo of Irish whiskey, St-Germain elderflower liqueur and a hint of Laphroaig scotch.  It’s a “tasty and tough” cocktail pour from the ingenious folks at one of Pittsburgh’s popular Strip District restaurants,Bar Marco.  Recipe is courtesy of Andrew Heffner and Justin Steel ofBar Marco, and Phil Ward ofDeath & Company, NYC.,Requirements:Irish whiskey (Redbreast Single Pot Still preferred), St-Germain liqueur, Laphroaig single malt scotch, grapefruit (or orange) bitters, lemon twist,Rinse the interior of a rocks glass with Laphroaig, pouring out any excess.  Stir the other ingredients in the mixing glass and strain into a rinsed rocks glass.  Sprinkle the oil from a lemon peel into the glass, then rub along the rim.  A fresh lemon twist may be used as garnish.,Tags:andrewheffnerbarmarcocooperdeath&companyirishwhiskeyjustinsteellaphroaigredbreastwhiskeyscotchstgermainstgermainliqueurwhiskey,June 19, 2021,December 7, 2021,June 9, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-07,"The PLATINUM BLONDE, grapefruit’s answer to the Cosmo, is a great summer or pre-dinner vodka drink. It wakens the taste buds and has enough interesting layers to appeal to every fan of the vodka cocktail. Since working with the mix a few times, I thought it might be helpful to share a better tasting and simpler preparation of this drink than ones often published.,Requirements: vodka, elderflower liqueur, simple syrup, grapefruit, lime, rosemary sprig (optional) & lemon wedge garnish,Strain fresh grapefruit juice into an ice-filled shaker with other liquid ingredients and shake vigorously. Strain into a chilled martini glass. Garnish with a lemon wedge or rosemary sprig (optional).,Comment:A rosemary sprig garnish adds a botanical nature to the drink and a lemon wedge can be added to provide a nice sour-mix balance.  I prefer squeezing a few drops of the lemon wedge into my mix, but rarely do I have a rosemary sprig to throw in.  Adding a dash of grapefruit bitters is an option if available and gives the drink a solid backing (think of the bass in Led Zeppelin).,This is a summertime favorite at our home.  Enjoy!,Tags:absolutevodkacocktailcocktailselderflowerliqueurgrapefruitbittersgrapefruitcocktailsgrapefruitdrinksketelonelemonjuicecocktailslimecocktailslimejuicecocktailsplatinumblonderussianstandardvodkasimplesyrupsobieskivodkast-germainstgermainstgermainliqueursummercocktailssummerdrinkstitosvodkavodkavodkacocktails,May 31, 2020,September 12, 2021,January 16, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-05,"TheRUBY RITAis a grapefruit margarita to embellish our margarita experience as Memorial Day and warm weather approach.  It’s got the tequila and orange liqueur of the standard margarita, but adds fresh grapefruit juice for a refreshing twist.  Lime juice is optional.  The preferred tequila is gold Reposado and the preferred orange liqueur, Cointreau.,Moisten the rim of a rocks glass with grapefruit juice and press into salt.  Fill the glass with ice cubes.  Add the liquid ingredients to an ice-filled shaker, double straining the grapefruit juice to remove small seeds and pulp.  Shake to chill and strain into the prepared rocks glass.  Garnish with a lime wedge.,Comments:Most people enjoy the addition of lime to this drink.  If lime is available, you can mix it into the shaker with a squeeze of a lime wedge and add a grapefruit wedge for decoration, or skip the grapefruit decoration and provide the lime wedge as garnish.  I only had Casamigos Reposado available for my mix, which was okay but carried too much of its own flavor.  I would recommend Herradura Reposado, Don Julio Reposado or Suaza Gold for a better blend.,,Tags:agavecasamigoscocktailcocktailscointreaudonjuliograpefruitcocktailsgrapefruitdrinksgrapefruitjuicegrapefruitmargaritaherraduralimejuicemargaritaredgrapefruitreposadorubyredgrapefruitrubyritarubysweetsuazasuazagoldsummerdrinkstequila,September 4, 2021,January 6, 2020,May 21, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-03,"TheBLINKERis one of the few cocktails that uses grapefruit juice. It’s a medium-strength alternative to having aBoulevardierif you have no Campari. It’s simple to make, easy to remember, and a very nice way to use rye whiskey.,Requirements:Rye whiskey, grenadine or raspberry syrup, pink grapefruit juice, lemon peel for garnish,Add liquid components to an ice-filled shaker. Shake vigorously and strain into a coupe cocktail glass. Garnish with a lemon peel.,Comments:Most published recipes of the Blinker cocktail indicate 2 parts rye to 1 part grenadine to 1 part grapefruit juice. I prefer slightly less grenadine (.75 oz.), hence less sweet. If you don’t have grenadine on hand, you can also use 1 teaspoon of raspberry syrup.  If you happen to have grapefruit bitters, give it two dashes before the shake.,History:First published by Patrick Gavin Duffy’s 1934Official Mixer’s Manual.,Tags:cocktailsgrapefruitgrapefruitbittersgrenadineryewhiskeywhiskeydrinks,December 21, 2021,August 27, 2021,November 15, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-04,"TheCAVE CREEKcocktail has a similar theme as theBoulevardier, but balances the Campari with grenadine, and substitutes rye and Scotch whisky for bourbon. Nate Dumas, at the Shanty (NY Distilling Co., Brooklyn, NY), originally mixed it to be served straight up, but thought it too thick and switched to rocks in a Collins glass. It’s an interesting twist on a Mister Katz’s Rock & Rye-inspired cocktail.  My preference is to serve it straight up, icy cold.,Requirements:Rye whiskey (Mister Katz’s Rock & Rye preferred), Scotch whisky (Glenlivet 12-year aged preferred), grenadine, Campari, lemon juice, orange twist.,Shake all ingredients in an ice-filled shaker and strain into a chilled martini glass.  Garnish with an orange twist.,Comments:Professionals in the cocktails business will tell you to always use the brands the creating mixologist intended. In this case, I had a different rye and Scotch on hand instead of the preferred brands and did just fine. I wouldn’t hold back on giving theCave Creeka try for lack of having Katz’s Rock & Rye or Glenlivet 12-year Scotch.  Also, I’ve tried both versions and my straight up preference is stronger, but tastier. If you’re like me and forget what goes into aCave Creek, think of it as a Scotch & Rye Boulevardier.,Tags:boulevardiercamparicamparicocktailscamparidrinkscavecreekcocktailsglenfiddichgrenadineryewhiskey,September 30, 2020,July 8, 2021,February 15, 2020,Great Birthday Cocktail 🍹 happy Birthday month!,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
